1;Casa;;;
1;Curral;;;
1;Carlinho;;;
1;Batata;;;
2;Eucalipto;;;
3;Chapão Redondo;;;
3;Cascalheira;;;
3;Poço Rosário;;;
3;Cachoeira;;;
4;Grotão Café;;;
4;Grotão Ponte;;;
4;Feijão;;;
5;Toca do Lobo;;;
5;Vossoroca;;;
6;Campo Cachoeira;;;
6;Campo Meio;;;
6;Campo Açude;;;
6;Águas Contrária;;;
