1;Piq 01;11.99;6
1;Piq 02;15.00;6
1;Piq 03;11.24;6
2;Piq 04;21.80;6
2;Piq 05;14.89;6
2;Piq 06;12.14;6
3;Piq 07;21.76;6
3;Piq 08;10.30;6
3;Piq 09;12.67;6
4;Piq 10;14.26;6
4;Piq 11;10.97;6
