1;Piq 00;12.35;12
1;Piq 01;17.11;12
1;Piq 02;15.54;12
1;Piq 03;11.27;12
1;Piq 04;8.68;12
1;Piq 05;13.03;12
2;Piq 06;12.57;12
2;Piq 07;14.63;12
2;Piq 08;12.30;12
2;Piq 09;14.95;12
2;Piq 10;13.64;12
3;Piq 11;13.86;12
3;Piq 12;15.76;12
3;Piq 13;13.90;12
3;Piq 14;12.66;12
3;Piq 15;15.72;12
3;Piq 16;6.48;12
